LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,LODGEMENT_DATETIME,PRIMARY_ENERGY_VALUE,UPRN,UPRN_SOURCE
16071770062016122209581139990230,,235 Regent Street,,W1B 2EL,336279960000,40,B,A1/A2 Retail and Financial/Professional services,2016-01-12,E09000033,E14000639,Greater London Authority,2016-12-22,Mandatory issue (Non-marketed sale).,39,115,4,Grid Supplied Electricity,,,,2463,74.23,58.14,170.37,59.23,No,,,4,Air Conditioning,235 Regent Street,Westminster,Cities of London and Westminster,LONDON,2016-12-22 09:58:11,,,
117800719212016112915490400979249,SUITE 2 2ND FLOOR,Carrington House,126-130 Regent Street,W1B 5SE,292290440007,104,E,B1 Offices and Workshop businesses,2016-11-29,E09000033,E14000639,Greater London Authority,2016-11-29,Mandatory issue (Marketed sale).,27,78,4,Natural Gas,,,,60,35.04,18.72,54.86,73.14,Yes,,1.0,4,Mixed-mode with Mechanical Ventilation,"SUITE 2 2ND FLOOR, Carrington House, 126-130 Regent Street",Westminster,Cities of London and Westminster,LONDON,2016-11-29 15:49:04,,,
117801800902016112915502441469290,SUITE 1 2ND FLOOR,Carrington House,126-130 Regent Street,W1B 5SE,292290440006,97,D,B1 Offices and Workshop businesses,2016-11-29,E09000033,E14000639,Greater London Authority,2016-11-29,Mandatory issue (Marketed sale).,30,89,4,Natural Gas,,,,198,33.96,20.58,60.31,66.11,Yes,,1.0,4,Mixed-mode with Mechanical Ventilation,"SUITE 1 2ND FLOOR, Carrington House, 126-130 Regent Street",Westminster,Cities of London and Westminster,LONDON,2016-11-29 15:50:24,,,
117679270962016112509384767290711,PART 5TH FLOOR,Walmar House,296 Regent Street,W1B 3AP,169670710001,53,C,B1 Offices and Workshop businesses,2016-11-23,E09000033,E14000639,Greater London Authority,2016-11-25,Mandatory issue (Marketed sale).,26,75,4,Grid Supplied Electricity,,,,243,33.95,17.47,51.19,35.77,Yes,,2.0,5,Air Conditioning,"PART 5TH FLOOR, Walmar House, 296 Regent Street",Westminster,Cities of London and Westminster,LONDON,2016-11-25 09:38:47,,,
15817755212016083116214900009850,,244 Regent Street,,W1B 3BR,808450850000,58,C,A1/A2 Retail and Financial/Professional services,2016-08-25,E09000033,E14000639,Greater London Authority,2016-08-31,Mandatory issue (Marketed sale).,28,81,3,Grid Supplied Electricity,,,,818,70.79,39.03,114.38,82.11,Yes,,2.0,5,Air Conditioning,244 Regent Street,Westminster,Cities of London and Westminster,LONDON,2016-08-31 16:21:49,,10033602998,Address Matched
114717000942016082608521849450980,1ST FLOOR EAST,Carrington House,126-130 Regent Street,W1B 5SE,292290440005,96,D,B1 Offices and Workshop businesses,2016-08-11,E09000033,E14000639,Greater London Authority,2016-08-26,Mandatory issue (Marketed sale).,36,105,3,Natural Gas,,,,254,35.51,25.42,74.48,68.42,No,,,4,Air Conditioning,"1ST FLOOR EAST, Carrington House, 126-130 Regent Street",Westminster,Cities of London and Westminster,LONDON,2016-08-26 08:52:18,,,
114018620242016072517105755600930,,"225, Regent Street",,W1B 2ED,721182650000,112,E,A1/A2 Retail and Financial/Professional services,2016-07-15,E09000033,E14000639,Greater London Authority,2016-07-25,Mandatory issue (Marketed sale).,33,97,4,Grid Supplied Electricity,,,,185,58.53,38.68,113.36,131.26,Yes,,2.0,5,Air Conditioning,"225, Regent Street",Westminster,Cities of London and Westminster,LONDON,2016-07-25 17:10:57,,200002349887,Address Matched
113305880802016062713084502050260,GROUND & BASEMENT,Roxburghe House,273-287 Regent Street,W1B 2AD,986588000005,69,C,A1/A2 Retail and Financial/Professional services,2016-06-22,E09000033,E14000639,Greater London Authority,2016-06-27,Mandatory issue (Marketed sale).,21,60,3,Grid Supplied Electricity,,,,245,30.75,12.61,36.96,42.47,No,,,4,Heating and Natural Ventilation,"GROUND & BASEMENT, Roxburghe House, 273-287 Regent Street",Westminster,Cities of London and Westminster,LONDON,2016-06-27 13:08:45,,10033542659,Address Matched
112762080022016053112130680950694,6TH FLOOR,Roxburghe House,273-287 Regent Street,W1B 2AD,986588000004,95,D,B1 Offices and Workshop businesses,2016-05-16,E09000033,E14000639,Greater London Authority,2016-05-31,Mandatory issue (Property to let).,24,70,3,Natural Gas,,,,294,46.97,22.3,65.36,89.63,No,,,4,Air Conditioning,"6TH FLOOR, Roxburghe House, 273-287 Regent Street",Westminster,Cities of London and Westminster,LONDON,2016-05-31 12:13:06,,10033542659,Address Matched
112704268912016052812323908039908,3RD FLOOR,Roxburghe House,273-287 Regent Street,W1B 2AD,986588000003,95,D,B1 Offices and Workshop businesses,2016-05-16,E09000033,E14000639,Greater London Authority,2016-05-28,Mandatory issue (Property to let).,23,66,3,Natural Gas,,,,423,39.44,17.78,52.11,75.15,No,,,4,Air Conditioning,"3RD FLOOR, Roxburghe House, 273-287 Regent Street",Westminster,Cities of London and Westminster,LONDON,2016-05-28 12:32:39,,10033542659,Address Matched
20653138912016052715480808009998,,McDonalds Restaurants Ltd,"Remo House, 310-312 Regent Street",W1B 3AU,980988690000,317,G,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2016-05-17,E09000033,E14000639,Greater London Authority,2016-05-27,Mandatory issue (Marketed sale).,44,128,4,Grid Supplied Electricity,,,,384,87.05,76.02,222.78,551.27,No,,,4,Air Conditioning,"McDonalds Restaurants Ltd, Remo House, 310-312 Regent Street",Westminster,Cities of London and Westminster,LONDON,2016-05-27 15:48:08,,,
108591180922016012612353784020458,JO MALONE,Victory House,99-101 Regent Street,W1B 4EZ,589584430008,96,D,A1/A2 Retail and Financial/Professional services,2015-12-04,E09000033,E14000639,Greater London Authority,2016-01-26,Mandatory issue (Marketed sale).,30,87,3,Grid Supplied Electricity,,,,228,49.68,29.52,86.51,95.5,No,,,4,Air Conditioning,"JO MALONE, Victory House, 99-101 Regent Street",Westminster,Cities of London and Westminster,LONDON,2016-01-26 12:35:37,,10033542355,Address Matched
107912260102015121413181269219920,BASEMENT AND GROUND,184-186 Regent Street,,W1B 5TW,419116260001,74,C,A1/A2 Retail and Financial/Professional services,2015-12-11,E09000033,E14000639,Greater London Authority,2015-12-14,Mandatory issue (Marketed sale).,32,94,3,Grid Supplied Electricity,,,,771,50.94,32.54,95.36,75.24,No,,,4,Air Conditioning,"BASEMENT AND GROUND, 184-186 Regent Street",Westminster,Cities of London and Westminster,LONDON,2015-12-14 13:18:12,,,
107635940802015120417551907609290,,289-291 Regent Street,,W1B 2HJ,481894600000,76,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2015-11-23,E09000033,E14000639,Greater London Authority,2015-12-04,Mandatory issue (Property to let).,40,106,5,Grid Supplied Electricity,,,,592,91.96,73.08,194.87,139.82,Yes,,2.0,5,Air Conditioning,289-291 Regent Street,Westminster,Cities of London and Westminster,LONDON,2015-12-04 17:55:19,,,
106373909212015102816090500949249,3RD FLOOR EAST,Carrington House,126-130 Regent Street,W1B 5SE,292290440004,102,E,B1 Offices and Workshop businesses,2015-10-20,E09000033,E14000639,Greater London Authority,2015-10-28,Mandatory issue (Marketed sale).,36,107,3,Natural Gas,,,,260,36.03,26.23,76.88,73.66,No,,,4,Air Conditioning,"3RD FLOOR EAST, Carrington House, 126-130 Regent Street",Westminster,Cities of London and Westminster,LONDON,2015-10-28 16:09:05,,,
106295660962015102616222326200081,SUITE B2,Kingsland House,122-124 Regent Street,W1B 5SA,829263640001,59,C,B1 Offices and Workshop businesses,2015-10-20,E09000033,E14000639,Greater London Authority,2015-10-26,Mandatory issue (Marketed sale).,28,81,3,Grid Supplied Electricity,,,,56,34.64,19.2,56.26,40.65,No,,,4,Air Conditioning,"SUITE B2, Kingsland House, 122-124 Regent Street",Westminster,Cities of London and Westminster,LONDON,2015-10-26 16:22:23,,,
106295730202015102616233340629200,SUITE A3,Kingsland House,122-124 Regent Street,W1B 5SA,829263640002,58,C,B1 Offices and Workshop businesses,2015-10-20,E09000033,E14000639,Greater London Authority,2015-10-26,Mandatory issue (Marketed sale).,28,81,3,Grid Supplied Electricity,,,,56,34.64,19.2,56.26,40.23,No,,,4,Air Conditioning,"SUITE A3, Kingsland House, 122-124 Regent Street",Westminster,Cities of London and Westminster,LONDON,2015-10-26 16:23:33,,,
106295806212015102616204203939842,4TH FLOOR,Kingsland House,122-124 Regent Street,W1B 5SA,829263640003,62,C,B1 Offices and Workshop businesses,2015-10-20,E09000033,E14000639,Greater London Authority,2015-10-26,Mandatory issue (Marketed sale).,27,79,3,Grid Supplied Electricity,,,,113,34.78,18.87,55.28,43.3,No,,,4,Air Conditioning,"4TH FLOOR, Kingsland House, 122-124 Regent Street",Westminster,Cities of London and Westminster,LONDON,2015-10-26 16:20:42,,,
106209300962015102316083245000820,,182 Regent Street,,W1B 5TH,245404540000,57,C,A1/A2 Retail and Financial/Professional services,2015-10-08,E09000033,E14000639,Greater London Authority,2015-10-23,Mandatory issue (Property to let).,26,75,3,Grid Supplied Electricity,,,,1103,81.33,41.78,122.45,92.28,No,,,4,Air Conditioning,182 Regent Street,Westminster,Cities of London and Westminster,LONDON,2015-10-23 16:08:32,,10033630746,Address Matched
106224660502015102316103588009000,,180 Regent Street,,W1B 5TH,553906080000,51,C,A1/A2 Retail and Financial/Professional services,2015-10-08,E09000033,E14000639,Greater London Authority,2015-10-23,Mandatory issue (Property to let).,26,77,4,Grid Supplied Electricity,,,,1459,82.42,43.45,127.32,83.48,No,,,4,Air Conditioning,180 Regent Street,Westminster,Cities of London and Westminster,LONDON,2015-10-23 16:10:35,,,
102024754732015060611132455000898,OFFICES FLOORS - 1ST TO 5TH FLOORS,Victory House,99-101 Regent Street,W1B 4EZ,589584430007,78,D,B1 Offices and Workshop businesses,2014-04-15,E09000033,E14000639,Greater London Authority,2015-06-06,Mandatory issue (Property to let).,38,111,5,Natural Gas,,,,1382,33.37,25.28,74.08,52.02,Yes,,2.0,5,Air Conditioning,"OFFICES FLOORS - 1ST TO 5TH FLOORS, Victory House, 99-101 Regent Street",Westminster,Cities of London and Westminster,LONDON,2015-06-06 11:13:24,,,
102029800902015060611162275720940,OFFICES 1ST TO 5TH FLOOR,Goldsmiths House,137-141 Regent Street,W1B 4HZ,695520770002,61,C,B1 Offices and Workshop businesses,2014-04-15,E09000033,E14000639,Greater London Authority,2015-06-06,Mandatory issue (Property to let).,29,86,5,Natural Gas,,,,747,35.1,20.58,60.31,42.95,Yes,,2.0,5,Air Conditioning,"OFFICES 1ST TO 5TH FLOOR, Goldsmiths House, 137-141 Regent Street",Westminster,Cities of London and Westminster,LONDON,2015-06-06 11:16:22,,,
102037780062015060613331193940535,OFFICES FLOORS 1ST TO 5TH,Crown House,143-147 Regent Street,W1B 4NR,393485390005,58,C,B1 Offices and Workshop businesses,2014-04-15,E09000033,E14000639,Greater London Authority,2015-06-06,Mandatory issue (Property to let).,24,70,5,Natural Gas,,,,1039,34.84,16.64,48.77,40.63,Yes,,2.0,5,Air Conditioning,"OFFICES FLOORS 1ST TO 5TH, Crown House, 143-147 Regent Street",Westminster,Cities of London and Westminster,LONDON,2015-06-06 13:33:11,,,
100558530212015040213080001019651,JAEGER,200-206 Regent Street,,W1B 5BN,615101150001,77,D,A1/A2 Retail and Financial/Professional services,2015-03-27,E09000033,E14000639,Greater London Authority,2015-04-02,Mandatory issue (Marketed sale).,34,100,4,Natural Gas,,,,3265,57.98,39.7,116.33,89.65,Yes,,3.0,5,Air Conditioning,"JAEGER, 200-206 Regent Street",Westminster,Cities of London and Westminster,LONDON,2015-04-02 13:08:00,,,
94875570022014082818040567980910,,Walmar House,296 Regent Street,W1B 3AP,169670710000,37,B,B1 Offices and Workshop businesses,2014-08-11,E09000033,E14000639,Greater London Authority,2014-08-28,Mandatory issue (Property on construction).,32,93,5,Grid Supplied Electricity,,,,5591,34.56,21.87,64.1,25.83,Yes,,3.0,4,Air Conditioning,"Walmar House, 296 Regent Street",Westminster,Cities of London and Westminster,LONDON,2014-08-28 18:04:05,,100023621511,Address Matched
94701140062014082616083466280026,ESPRIT 178-182 REGENT STREET,172-182 Regent Street,,W1B 5TH,268140630006,89,D,A1/A2 Retail and Financial/Professional services,2014-08-20,E09000033,E14000639,Greater London Authority,2014-08-26,Mandatory issue (Marketed sale).,33,89,3,Grid Supplied Electricity,,,,2543,61.93,41.47,110.59,109.61,No,,,4,Air Conditioning,"ESPRIT 178-182 REGENT STREET, 172-182 Regent Street",Westminster,Cities of London and Westminster,LONDON,2014-08-26 16:08:34,,,
94562858952014081809563901009452,,290 Regent Street,,W1B 3AP,425981350000,107,E,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2014-08-15,E09000033,E14000639,Greater London Authority,2014-08-18,Mandatory issue (Property to let).,41,120,4,Grid Supplied Electricity,,,,1049,133.98,109.7,321.48,285.52,Yes,,2.0,5,Air Conditioning,290 Regent Street,Westminster,Cities of London and Westminster,LONDON,2014-08-18 09:56:39,,10033623974,Address Matched
15793044032014081310390560000398,,Mutual House,193-197 Regent Street,W1B 4LY,489033990000,98,D,B1 Offices and Workshop businesses,2014-04-26,E09000033,E14000639,Greater London Authority,2014-08-13,Mandatory issue (Marketed sale).,39,105,4,Natural Gas,,,,2540,26.66,21.05,56.14,52.44,Yes,,3.0,4,Air Conditioning,"Mutual House, 193-197 Regent Street",Westminster,Cities of London and Westminster,LONDON,2014-08-13 10:39:05,,10033542618,Address Matched
92894974032014061910211730000992,,Penhaligons Ltd,125 Regent Street,W1B 4HT,723092200000,199,G,A1/A2 Retail and Financial/Professional services,2014-06-17,E09000033,E14000639,Greater London Authority,2014-06-19,Mandatory issue (Marketed sale).,34,100,3,Grid Supplied Electricity,,,,140,47.67,32.66,95.7,189.38,Yes,,1.0,4,Air Conditioning,"Penhaligons Ltd, 125 Regent Street",Westminster,Cities of London and Westminster,LONDON,2014-06-19 10:21:17,,10033542238,Address Matched
91637179912014052014263302009286,,155 Regent Street,,W1B 4AD,264892280000,35,B,A1/A2 Retail and Financial/Professional services,2014-05-13,E09000033,E14000639,Greater London Authority,2014-05-20,Mandatory issue (Property on construction).,36,96,5,Grid Supplied Electricity,,,,1556,65.98,47.3,126.12,46.14,Yes,,2.0,3,Air Conditioning,155 Regent Street,Westminster,Cities of London and Westminster,LONDON,2014-05-20 14:26:33,,,
85256000602014051414464052900950,,165 Regent Street,,W1B 4AD,163000950000,35,B,A1/A2 Retail and Financial/Professional services,2014-05-12,E09000033,E14000639,Greater London Authority,2014-05-14,Mandatory issue (Property on construction).,36,95,5,Grid Supplied Electricity,,,,1770,66.37,47.43,126.48,46.43,Yes,,2.0,3,Air Conditioning,165 Regent Street,Westminster,Cities of London and Westminster,LONDON,2014-05-14 14:46:40,,10033587524,Address Matched
15155051212014032623402807009412,,71 Regent Street,,W1B 4EE,423717210000,48,B,A1/A2 Retail and Financial/Professional services,2014-03-25,E09000033,E14000639,Greater London Authority,2014-03-26,Mandatory issue (Marketed sale).,29,78,3,Grid Supplied Electricity,,,,213,61.99,36.44,97.16,59.1,No,,,4,Air Conditioning,71 Regent Street,Westminster,Cities of London and Westminster,LONDON,2014-03-26 23:40:28,,100023621496,Address Matched
89342620062014030518543788920041,CAFE ROYAL HOTEL,68 Regent Street,,W1B 4DY,486525830001,36,B,C1 Hotels,2014-02-10,E09000033,E14000639,Greater London Authority,2014-03-05,Mandatory issue (Property on construction).,22,60,5,District Heating,,,,22042,95.15,42.66,113.77,68.07,No,,,4,Air Conditioning,"CAFE ROYAL HOTEL, 68 Regent Street",Westminster,Cities of London and Westminster,LONDON,2014-03-05 18:54:37,,,
88206036212014012714463801019715,GROUND FLOOR & BASEMENT,269 Regent Street,,W1B 2EX,759061410001,79,D,A1/A2 Retail and Financial/Professional services,2014-01-27,E09000033,E14000639,Greater London Authority,2014-01-27,Mandatory issue (Property to let).,33,89,3,Grid Supplied Electricity,,,,98,60.78,40.56,108.15,95.45,No,,,4,Air Conditioning,"GROUND FLOOR & BASEMENT, 269 Regent Street",Westminster,Cities of London and Westminster,LONDON,2014-01-27 14:46:38,,100023621506,Address Matched
86625417232013120315433480900891,ILLY CAFE,Marcol House,"289-293, Regent Street",W1B 2HJ,119088310002,74,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2013-11-28,E09000033,E14000639,Greater London Authority,2013-12-03,Mandatory issue (Marketed sale).,37,98,3,Grid Supplied Electricity,,,,188,51.45,37.85,100.93,76.44,No,,,4,Air Conditioning,"ILLY CAFE, Marcol House, 289-293, Regent Street",Westminster,Cities of London and Westminster,LONDON,2013-12-03 15:43:34,,100023621512,Address Matched
85079180922013102910524293200933,GROUND FLOOR AND BASEMENT,Crown House,143-147 Regent Street,W1B 4NR,393485390003,189,G,A1/A2 Retail and Financial/Professional services,2013-10-21,E09000033,E14000639,Greater London Authority,2013-10-29,Mandatory issue (Non-marketed sale).,28,76,3,Grid Supplied Electricity,,,,372,65.89,37.41,99.77,249.14,Yes,,2.0,5,Air Conditioning,"GROUND FLOOR AND BASEMENT, Crown House, 143-147 Regent Street",Westminster,Cities of London and Westminster,LONDON,2013-10-29 10:52:42,,10033542439,Address Matched
5982cfbdd79904ac80d89c5e91631342eba7370c1eb4ea6056dff7cf5b6bc089,,H & M Hennes Ltd,261 Regent Street,W1B 2ES,10003535407,60,C,A1/A2 Retail and Financial/Professional services,2013-09-27,E09000033,E14000639,,2013-10-23,Voluntary (No legal requirement for an EPC).,29,77,4,Grid Supplied Electricity,,,,5885,56.08,32.56,86.83,66.75,Yes,,3.0,5,Air Conditioning,"H & M Hennes Ltd, 261 Regent Street",Westminster,Cities of London and Westminster,LONDON,2013-10-23,,,
16797953052013101007590300009479,,324 Regent Street,,W1B 3BJ,492330870000,86,D,Residential spaces,2013-09-05,E09000033,E14000639,Greater London Authority,2013-10-10,Mandatory issue (Marketed sale).,41,108,5,Natural Gas,,,,331,13.7,11.13,29.67,23.6,No,,,4,Heating and Mechanical Ventilation,324 Regent Street,Westminster,Cities of London and Westminster,LONDON,2013-10-10 07:59:03,,,
84355315012013101007015409909946,,324a Regent Street,,W1B 3BJ,965659540000,57,C,A1/A2 Retail and Financial/Professional services,2013-10-09,E09000033,E14000639,Greater London Authority,2013-10-10,Mandatory issue (Marketed sale).,45,120,5,Grid Supplied Electricity,,,,17,65.72,58.97,157.26,75.49,Yes,,1.0,5,Air Conditioning,324a Regent Street,Westminster,Cities of London and Westminster,LONDON,2013-10-10 07:01:54,,,
c3fdb771a95c01d07901c771867db7de618e5b323534128d4da0c5056ab7323d,,& Other Stories,256-258 Regent Street,W1B 3AF,10003524358,49,B,A1/A2 Retail and Financial/Professional services,2013-09-17,E09000033,E14000639,,2013-10-02,Voluntary (No legal requirement for an EPC).,29,76,4,Grid Supplied Electricity,,,,1350,63.34,36.14,96.36,61.7,Yes,,2.0,5,Air Conditioning,"& Other Stories, 256-258 Regent Street",Westminster,Cities of London and Westminster,LONDON,2013-10-02,,,
15169437032013081414353175000295,,67 Regent Street,,W1B 4EB,358524370000,94,D,A1/A2 Retail and Financial/Professional services,2013-08-13,E09000033,E14000639,Greater London Authority,2013-08-14,Mandatory issue (Marketed sale).,34,92,3,Grid Supplied Electricity,,,,124,77.35,53.14,141.7,145.99,No,,,4,Air Conditioning,67 Regent Street,Westminster,Cities of London and Westminster,LONDON,2013-08-14 14:35:31,,100023621494,Address Matched
15419032012013080810502200009679,,Goldsmiths House,137-141 Regent Street,W1B 4HZ,695520770000,77,D,B1 Offices and Workshop businesses,2013-08-07,E09000033,E14000639,Greater London Authority,2013-08-08,Mandatory issue (Property to let).,26,69,4,Grid Supplied Electricity,,,,720,31.97,16.45,43.87,49.3,Yes,,2.0,5,Air Conditioning,"Goldsmiths House, 137-141 Regent Street",Westminster,Cities of London and Westminster,LONDON,2013-08-08 10:50:22,,,
4737640742013080810495063700080,,Godiva UK Ltd,141 Regent Street,W1B 4JA,479524760000,147,F,A1/A2 Retail and Financial/Professional services,2013-08-07,E09000033,E14000639,Greater London Authority,2013-08-08,Mandatory issue (Property to let).,33,88,4,Grid Supplied Electricity,,,,228,41.35,27.34,72.92,121.25,Yes,,2.0,5,Air Conditioning,"Godiva UK Ltd, 141 Regent Street",Westminster,Cities of London and Westminster,LONDON,2013-08-08 10:49:50,,,
82633980062013080810505010080310,,Swarovski,137-139 Regent Street,W1B 4HZ,114280020000,171,G,A1/A2 Retail and Financial/Professional services,2013-08-07,E09000033,E14000639,Greater London Authority,2013-08-08,Mandatory issue (Property to let).,32,85,4,Grid Supplied Electricity,,,,187,41.6,26.43,70.48,141.94,Yes,,2.0,5,Air Conditioning,"Swarovski, 137-139 Regent Street",Westminster,Cities of London and Westminster,LONDON,2013-08-08 10:50:50,,,
15793030062013050215333289240640,,Mutual House,193-197 Regent Street,W1B 4LY,489033990000,111,E,B1 Offices and Workshop businesses,2013-04-26,E09000033,E14000639,Greater London Authority,2013-05-02,Mandatory issue (Marketed sale).,43,115,4,Natural Gas,,,,2540,23.86,20.64,55.03,52.8,Yes,,3.0,4,Air Conditioning,"Mutual House, 193-197 Regent Street",Westminster,Cities of London and Westminster,LONDON,2013-05-02 15:33:32,,10033542618,Address Matched
1527ccda45b6c1f04953a472de394e5394b46453924c7f7e7dce981d1a1ea953,,Burberry,121 Regent Street,W1B 4TB,10003529595,132,F,A1/A2 Retail and Financial/Professional services,2013-03-15,E09000033,E14000639,,2013-05-02,Voluntary (No legal requirement for an EPC).,35,93,5,Grid Supplied Electricity,,,,4381,43.67,30.52,81.38,115.65,Yes,,3.0,2,Air Conditioning,"Burberry, 121 Regent Street",Westminster,Cities of London and Westminster,LONDON,2013-05-02,,,
77687510062013032015163236970881,"GROUND, BASEMENT & MEZZANINE",211-213 Regent Street,,W1B 4NF,835215690001,122,E,A1/A2 Retail and Financial/Professional services,2013-03-18,E09000033,E14000639,Greater London Authority,2013-03-20,Mandatory issue (Marketed sale).,36,97,3,Natural Gas,,,,504,58.88,42.76,114.04,143.37,No,,,4,Air Conditioning,"GROUND, BASEMENT & MEZZANINE, 211-213 Regent Street",Westminster,Cities of London and Westminster,LONDON,2013-03-20 15:16:32,,,
73378150342012112213315089100040,,Subway,314a Regent Street,W1B 3AY,838825180000,108,E,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2009-04-01,E09000033,E14000639,Greater London Authority,2012-11-22,Mandatory issue (Marketed sale).,33,89,4,Grid Supplied Electricity,,,,49,94.08,62.73,167.29,202.53,No,,,4,Air Conditioning,"Subway, 314a Regent Street",Westminster,Cities of London and Westminster,LONDON,2012-11-22 13:31:50,,,
70370220142012091215501126320010,GROUND & 1ST FLOOR RETAIL,229 Regent Street,,W1B 2EG,910492320002,83,D,A1/A2 Retail and Financial/Professional services,2012-09-06,E09000033,E14000639,Greater London Authority,2012-09-12,Mandatory issue (Marketed sale).,30,81,4,Grid Supplied Electricity,,,,477,61.17,37.12,98.99,101.4,Yes,,2.0,5,Air Conditioning,"GROUND & 1ST FLOOR RETAIL, 229 Regent Street",Westminster,Cities of London and Westminster,LONDON,2012-09-12 15:50:11,,10033542283,Address Matched
69795231952012091007444009009723,,Nespresso UK,54 Regent Street,W1B 5RE,732919820000,74,C,A1/A2 Retail and Financial/Professional services,2012-08-17,E09000033,E14000639,Greater London Authority,2012-09-10,Mandatory issue (Property to let).,47,126,4,Grid Supplied Electricity,,,,834,161.03,152.53,406.75,237.04,No,,,4,Air Conditioning,"Nespresso UK, 54 Regent Street",Westminster,Cities of London and Westminster,LONDON,2012-09-10 07:44:40,,,
63010662952012041619081800019679,FIFTH FLOOR,Goldsmiths House,137-141 Regent Street,W1B 4HZ,695520770001,128,F,B1 Offices and Workshop businesses,2012-04-16,E09000033,E14000639,Greater London Authority,2012-04-16,Mandatory issue (Marketed sale).,26,69,4,Grid Supplied Electricity,,,,92,37.17,19.11,50.95,95.11,Yes,,3.0,5,Air Conditioning,"FIFTH FLOOR, Goldsmiths House, 137-141 Regent Street",Westminster,Cities of London and Westminster,LONDON,2012-04-16 19:08:18,,,
15532560802011112310561503609990,,261-271 Regent Street,,W1B 2ES,480456600000,131,F,A1/A2 Retail and Financial/Professional services,2011-11-17,E09000033,E14000639,Greater London Authority,2011-11-23,Mandatory issue (Non-marketed sale).,35,93,4,Natural Gas,,,,6846,44.15,30.64,81.71,115.76,Yes,,3.0,3,Air Conditioning,261-271 Regent Street,Westminster,Cities of London and Westminster,LONDON,2011-11-23 10:56:15,,10033542291,Address Matched
5631710062011081114330964080410,,Aquascutum Group Plc,100 Regent Street,W1B 5SR,166415490000,122,E,A1/A2 Retail and Financial/Professional services,2011-08-04,E09000033,E14000639,Greater London Authority,2011-08-11,Mandatory issue (Marketed sale).,39,103,3,Grid Supplied Electricity,,,,3420,112.21,86.83,231.55,274.1,Yes,,3.0,5,Mixed-mode with Mechanical Ventilation,"Aquascutum Group Plc, 100 Regent Street",Westminster,Cities of London and Westminster,LONDON,2011-08-11 14:33:09,,,
15170307252011060109314709009946,,103-113 Regent Street,,W1B 4HL,968179340000,125,E,A1/A2 Retail and Financial/Professional services,2011-05-20,E09000033,E14000639,Greater London Authority,2011-06-01,Mandatory issue (Property to let).,39,105,4,Grid Supplied Electricity,,,,5836,70.52,55.64,148.38,176.77,No,,,4,Air Conditioning,103-113 Regent Street,Westminster,Cities of London and Westminster,LONDON,2011-06-01 09:31:47,,10033542232,Address Matched
15461635252011060114430004009124,,Kendal House,203 Regent Street,W1B 4NB,148054620000,91,D,B1 Offices and Workshop businesses,2011-05-27,E09000033,E14000639,Greater London Authority,2011-06-01,Mandatory issue (Property to let).,30,81,4,Grid Supplied Electricity,,,,875,31.45,19.05,50.81,57.0,Yes,,2.0,5,Mixed-mode with Natural Ventilation,"Kendal House, 203 Regent Street",Westminster,Cities of London and Westminster,LONDON,2011-06-01 14:43:00,,10033542268,Address Matched
49636290022011042809204594240620,,Carrington House,126-130 Regent Street,W1B 5SE,292290440000,152,G,B1 Offices and Workshop businesses,2011-04-26,E09000033,E14000639,Greater London Authority,2011-04-28,Mandatory issue (Marketed sale).,36,95,3,Natural Gas,,,,330,27.4,19.51,52.03,83.48,Yes,,1.0,5,Heating and Mechanical Ventilation,"Carrington House, 126-130 Regent Street",Westminster,Cities of London and Westminster,LONDON,2011-04-28 09:20:45,,,
49636329132011042809491962000999,2,Carrington House,126-130 Regent Street,W1B 5SE,292290440001,173,G,B1 Offices and Workshop businesses,2011-04-26,E09000033,E14000639,Greater London Authority,2011-04-28,Mandatory issue (Marketed sale).,34,90,3,Natural Gas,,,,69,30.99,21.03,56.08,107.55,No,,,4,Heating and Mechanical Ventilation,"2, Carrington House, 126-130 Regent Street",Westminster,Cities of London and Westminster,LONDON,2011-04-28 09:49:19,,,
