LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,LODGEMENT_DATETIME,PRIMARY_ENERGY_VALUE,UPRN,UPRN_SOURCE
138f0298f4f70984cf5f3f5ce11222346a13719b83615fbed2d9733051d6be9f,290 Regent Street,,,W1B 3AP,10004671192,37,B,Retail/Financial and Professional Services,2023-05-31,E09000033,E14000639,,2023-06-17,Mandatory issue (Property to let).,9,35,3,Grid Supplied Electricity,,,,572,18.25,3.16,12.62,13.63,Yes,,2.0,5,Air Conditioning,290 Regent Street,Westminster,Cities of London and Westminster,LONDON,2023-06-17 07:13:21,150,10033623974,Energy Assessor
f779ad7ceab51c7f670d5dc89097152e5330b0406195d0b0e2ee845ba526a293,292 Regent Street,,,W1B 3AP,10004671607,34,B,Retail/Financial and Professional Services,2023-05-31,E09000033,E14000639,,2023-06-17,Mandatory issue (Property to let).,11,45,3,Grid Supplied Electricity,,,,310,15.63,3.5,14.01,10.74,Yes,,2.0,5,Air Conditioning,292 Regent Street,Westminster,Cities of London and Westminster,LONDON,2023-06-17 08:08:43,117,10033542312,Energy Assessor
1a3992e8c526e6c43f685e24203f4f33e58801a5a001d5f92066ed9f17be7469,65 Regent Street,,,W1B 4DZ,10004672457,49,B,Offices and Workshop Businesses,2023-06-07,E09000033,E14000639,,2023-06-09,Mandatory issue (Non-marketed sale),6,24,3,Grid Supplied Electricity,,,,40,21.39,2.55,10.24,21.0,No,,,4,Heating and Natural Ventilation,65 Regent Street,Westminster,Cities of London and Westminster,London,2023-06-22 08:19:10,221,10033555876,Address Matched
9276efe7fa9920193493e7aacfe243883b9a5f45ff8c961c595a6b35abfa24c6,67 Regent Street,,,W1B 4EB,10004672467,84,D,Retail/Financial and Professional Services,2023-06-07,E09000033,E14000639,,2023-06-09,Mandatory issue (Non-marketed sale),12,47,3,Grid Supplied Electricity,,,,156,13.39,3.13,12.56,22.49,No,,,4,Heating and Natural Ventilation,67 Regent Street,Westminster,Cities of London and Westminster,London,2023-06-22 08:21:20,238,100023621494,Address Matched
638f6eb25092a7ab74eec9ce8a6f3b86a26fa76b750735d422b38a67b453e2fe,Unit 2,292 Regent Street,,W1B 3AP,10004680675,64,C,Retail/Financial and Professional Services,2022-12-07,E09000033,E14000639,,2023-06-06,Mandatory issue (Marketed sale),14,54,3,Grid Supplied Electricity,,,,345,13.3,3.61,14.47,16.92,No,,,4,Air Conditioning,"Unit 2, 292 Regent Street",Westminster,Cities of London and Westminster,LONDON,2023-06-06 09:24:52,180,,
5899bd3028f953b26faf57c7a9a4c57cd3f2170f66469d7e8b31b71327fbb952,236-240 Oxford Street,261-271 Regent Street ,Including Basement & Ground Floor at ,W1B 2ES,10004518041,69,C,Retail/Financial and Professional Services,2023-03-06,E09000033,E14000639,,2023-04-25,Mandatory issue (Marketed sale),10,41,3,Grid Supplied Electricity,,,,7475,15.79,3.21,12.89,21.8,No,,,4,Air Conditioning,"236-240 Oxford Street, 261-271 Regent Street, Including Basement & Ground Floor at",Westminster,Cities of London and Westminster,LONDON,2023-05-09 10:36:45,238,,
c7149e9a33b15d37f71c27d8da5d73005a9dfd97f3e6549dbc5d278cb62224cd,Retail Unit,143 Regent Street,,W1B 5LB,10004241416,55,C,Retail/Financial and Professional Services,2023-03-07,E09000033,E14000639,,2023-03-10,Mandatory issue (Property to let).,8,31,4,Grid Supplied Electricity,,,,133,15.71,2.44,9.78,17.38,Yes,,2.0,4,Heating and Natural Ventilation,"Retail Unit, 143 Regent Street",Westminster,Cities of London and Westminster,LONDON,2023-03-10 11:37:04,181,,
a20754b01de8a954512c43f050f0104a6326e8b3f3355d797ba250a33a991dc7,Unit 2,234 Regent Street,,W1B 3BR,10004082721,40,B,Retail/Financial and Professional Services,2022-12-07,E09000033,E14000639,,2023-02-09,Mandatory issue (Marketed sale),15,61,4,Grid Supplied Electricity,,,,3760,13.42,4.07,16.31,10.66,No,,,4,Air Conditioning,"Unit 2, 234 Regent Street",Westminster,Cities of London and Westminster,LONDON,2023-02-09 09:31:39,114,,
426fca1233dd57cc9be9b4af2c848c0744d5d316cb7ed02366e264ce19765780,ZARA,118 REGENT STREET,,W1B 5FE,10001315891,44,B,Retail/Financial and Professional Services,2023-01-10,E09000033,E14000639,,2023-01-12,Mandatory issue (Property to let).,14,57,4,Grid Supplied Electricity,,,,2428,14.47,4.14,16.57,12.76,Yes,,2.0,1,Air Conditioning,"ZARA, 118 REGENT STREET",Westminster,Cities of London and Westminster,LONDON,2023-01-12 13:41:44,139,,
a34548b70c376c39b4c602f0b66f7e074396d0240bbc11dbd56b1ec8bffa568a,120 Regent Street,,,W1B 5FE,10003931257,80,D,Offices and Workshop Businesses,2022-12-16,E09000033,E14000639,,2023-01-04,Mandatory issue (Property to let).,14,57,5,Grid Supplied Electricity,,,,1624,15.09,4.28,17.11,24.05,Yes,,2.0,4,Air Conditioning,120 Regent Street,Westminster,Cities of London and Westminster,London,2023-01-04 16:39:35,256,10033627391,Address Matched
3349142fb313c64165e00508ae2a13274f92f5236a76804c86b3935f91748fbe,79-81 Regent Street,,,W1B 4EG,10003820041,72,C,Retail/Financial and Professional Services,2022-12-16,E09000033,E14000639,,2022-12-16,Mandatory issue (Non-marketed sale),14,56,3,Grid Supplied Electricity,,,,195,14.87,4.18,16.72,21.39,Yes,,3.0,5,Air Conditioning,79-81 Regent Street,Westminster,Cities of London and Westminster,LONDON,2022-12-16 17:44:41,231,10033542343,Energy Assessor
bcf372d98aa9c11d0806ccc56ac59825894ed70a186e2ec886f28eef301e1be2,Retail Unit,114-120 Regent Street,,W1B 5FE,154883840003,117,E,Retail/Financial and Professional Services,2022-12-09,E09000033,E14000639,,2022-12-13,Mandatory issue (Property to let).,20,80,5,Grid Supplied Electricity,,,,2252,9.75,3.91,15.63,22.88,Yes,,2.0,4,Air Conditioning,"Retail Unit, 114-120 Regent Street",Westminster,Cities of London and Westminster,London,2022-12-13 10:43:28,250,,
33ec59b4e01b72b570e67fdbe31e9b8a9b129e5b2924b0125235b64a26c520ba,Unit 3A/B,224 Regent Street,,W1B 3BR,10003824103,44,B,Retail/Financial and Professional Services,2022-10-06,E09000033,E14000639,,2022-12-06,Mandatory issue (Marketed sale),15,59,3,Grid Supplied Electricity,,,,2879,11.98,3.52,14.13,10.5,No,,,4,Air Conditioning,"Unit 3A/B, 224 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-12-06 13:03:53,113,,
4b55cd8d956928b96bc81842181e56c70b121da756704267d28a7331e536d1de,66-¦ North ,100 Regent Street,,W1B 5SR,10003819443,47,B,Retail/Financial and Professional Services,2022-11-29,E09000033,E14000639,,2022-11-30,Mandatory issue (Property on construction).,14,54,5,Grid Supplied Electricity,,,,690,10.11,2.74,10.95,9.6,Yes,,2.0,5,Air Conditioning,"66-¦ North, 100 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-12-02 10:52:56,101,,
27952fab67cc54de9ac989c26e747c3f845c4cd7c3710192295e1c07896573b3,Office Floors (Ground to Fifth),184-186 Regent Street,,W1B 5TL,10003705848,49,B,Offices and Workshop Businesses,2022-11-22,E09000033,E14000639,,2022-11-28,Mandatory issue (Property to let).,18,72,5,Grid Supplied Electricity,,,,697,8.8,3.16,12.64,8.7,Yes,,2.0,4,Air Conditioning,"Office Floors (Ground to Fifth), 184-186 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-11-28 16:11:47,93,10033542260,Energy Assessor
42190895e9cbf92258c12aa0d3785c288a4cf46b0e52c685b506ce1719f60ccd,"Areas 2 & 3, Ground and First Floor",182 Regent Street,,W1B 5TH,10003372830,55,C,Retail/Financial and Professional Services,2022-08-30,E09000033,E14000639,,2022-09-22,Voluntary re-issue (A valid EPC is already lodged).,17,46,5,Grid Supplied Electricity,,,,719,9.81,3.37,8.97,10.86,Yes,,3.0,5,Air Conditioning,"Areas 2 & 3, Ground and First Floor, 182 Regent Street",Westminster,Cities of London and Westminster,London,2022-09-22 10:52:32,119,,
eb841d955958ca556e07e21c7960f55078947735fd03f2f70b5da48014cc1f28,"Areas 4, First Floor",182 Regent Street,,W1B 5TH,10003366724,51,C,Retail/Financial and Professional Services,2022-08-30,E09000033,E14000639,,2022-09-22,Voluntary re-issue (A valid EPC is already lodged).,22,59,5,Grid Supplied Electricity,,,,195,6.55,2.9,7.73,6.64,Yes,,2.0,5,Air Conditioning,"Areas 4, First Floor, 182 Regent Street",Westminster,Cities of London and Westminster,London,2022-09-22 10:45:44,72,,
2ac6ad92c6739e2bb5fc1fc6cb7def819314acfb7d88d6d42e64523d0d7b90eb,Offices,First to Fifth Floors,133 Regent Street,W1B 4HX,10003382121,78,D,Offices and Workshop Businesses,2022-07-20,E09000033,E14000639,,2022-08-18,Mandatory issue (Property to let).,17,45,5,Grid Supplied Electricity,,,,733,12.39,4.16,11.1,19.28,Yes,,2.0,4,Air Conditioning,"Offices, First to Fifth Floors, 133 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-08-18 11:24:20,175,,
98f6f0f173f544b5a28b40fdd6f8e4785975e786d4ec867825fea5cef2528674,Retail Unit,Basement to Ground Floors,133 Regent Street,W1B 4HX,10003378380,107,E,Retail/Financial and Professional Services,2022-07-20,E09000033,E14000639,,2022-08-18,Mandatory issue (Property to let).,16,42,5,Natural Gas,,,,441,9.16,2.92,7.78,19.68,Yes,,2.0,4,Air Conditioning,"Retail Unit, Basement to Ground Floors, 133 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-08-18 11:21:48,165,,
b5a47f5842e2c358a29b77ac57a6c62d3a14ba9aee977549d4e1c6cf9ea8aa6b,Unit 2,92-100 Regent Street,,W1B 5SR,10003381384,34,B,Retail/Financial and Professional Services,2022-07-22,E09000033,E14000639,,2022-08-03,Mandatory issue (Property to let).,8,32,5,Grid Supplied Electricity,,,,741,9.88,1.57,6.3,6.75,No,,,4,Air Conditioning,"Unit 2, 92-100 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-08-03 19:03:44,72,,
972fb0863fe379d5d6a7f29765eba6425c5c21040a1b0ed729ce21a3a5df36ea,103-113 Regent Street,,,W1B 4NP,10003364078,30,B,Retail/Financial and Professional Services,2021-02-22,E09000033,E14000639,,2022-07-22,Mandatory issue (Property to let).,12,48,3,Grid Supplied Electricity,,,,7043,15.69,3.78,15.14,9.54,Yes,,1.0,4,Air Conditioning,103-113 Regent Street,Westminster,Cities of London and Westminster,LONDON,2022-07-22 15:15:34,103,,
fb0a8d6c0aba46b5bb0e5e476352cf018d93586441edee12c776b2e50b4cd1d8,65 Regent Street,,,W1B 4EA,10003369024,83,D,Retail/Financial and Professional Services,2022-03-22,E09000033,E14000639,,2022-07-06,Mandatory issue (Marketed sale),2,6,3,Grid Supplied Electricity,,,,35,14.47,0.46,1.84,24.09,No,,,4,Heating and Natural Ventilation,65 Regent Street,Westminster,Cities of London and Westminster,LONDON,2022-07-06 13:39:14,252,100023621493,Energy Assessor
6135ede480b83ad24ce20bff250661c198814a6cc93e3db68926e513ed0e296c,Unit 1B,240 Regent Street,,W1B 3BR,10003376001,28,B,Retail/Financial and Professional Services,2022-06-14,E09000033,E14000639,,2022-07-05,Mandatory issue (Marketed sale),12,49,3,Grid Supplied Electricity,,,,1033,12.61,3.08,12.32,7.08,No,,,4,Air Conditioning,"Unit 1B, 240 Regent Street",Westminster,Cities of London and Westminster,London,2022-07-05 12:36:37,77,,
d218877abbaf41388dd347e60be271b5b01a3af780ca2a4b36fd091d28888891,Unit 1A,244 Regent Street,,W1B 3BR,10003375990,47,B,Offices and Workshop Businesses,2022-06-14,E09000033,E14000639,,2022-07-05,Mandatory issue (Marketed sale),14,57,3,Grid Supplied Electricity,,,,1148,7.2,2.06,8.25,6.76,No,,,4,Air Conditioning,"Unit 1A, 244 Regent Street",Westminster,Cities of London and Westminster,London,2022-07-05 12:33:45,72,,
09734c0f61ca6a604640b2884c5c0682b84ca73f517f905901b1b6b1e400183b,"Basement, Ground & First Floor",208 Regent Street,,W1B 5BD,10002943919,38,B,Retail/Financial and Professional Services,2022-06-20,E09000033,E14000639,,2022-06-28,Mandatory issue (Property to let).,6,25,3,Grid Supplied Electricity,,,,1260,16.27,2.02,8.06,12.46,No,,,4,Air Conditioning,"Basement, Ground & First Floor, 208 Regent Street",Westminster,Cities of London and Westminster,London,2022-06-28 11:37:37,133,10033584520,Address Matched
51985d612182b5936e65a5a9dca11ec9578e2b7159974bd840c208732310109f,Burberry,115-123 Regent Street,(including 4 Vigo Street),W1B 4TB,10002951094,41,B,Retail/Financial and Professional Services,2022-02-17,E09000033,E14000639,,2022-06-21,Mandatory issue (Property to let).,12,46,4,Grid Supplied Electricity,,,,5521,15.1,3.48,13.92,12.33,Yes,,2.0,4,Air Conditioning,"Burberry, 115-123 Regent Street, (including 4 Vigo Street)",Westminster,Cities of London and Westminster,LONDON,2022-06-21 16:57:36,132,,
7bd8295aec0fe9cdb9e5a583c11f14308e7e706802ee1f5ba96ca42603e989d6,Retail Unit,223 Regent Street,,W1B 2QD,10002956897,51,C,A1/A2 Retail and Financial/Professional services,2022-02-21,E09000033,E14000639,,2022-04-04,Mandatory issue (Property to let).,30,79,5,Grid Supplied Electricity,,,,589,37.17,22.03,58.74,38.25,Yes,,2.0,4,Air Conditioning,"Retail Unit, 223 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-04-04 15:58:48,226,,
dada03020cdd0859ad7778bffdd008b1fde44a79e891e157e8dad44b9cf412ac,Retail Unit,149-151 Regent Street,,W1B 4JD,10002527015,45,B,A1/A2 Retail and Financial/Professional services,2022-02-25,E09000033,E14000639,,2022-03-28,Mandatory issue (Property to let).,31,82,5,Grid Supplied Electricity,,,,302,58.9,36.13,96.35,53.11,Yes,,2.0,4,Air Conditioning,"Retail Unit, 149-151 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-03-28 17:27:14,314,,
e98a6f804be04d64997536733ec6cc8bf6a2e15354589ebbe2487f191b1f3808,UNIQLO,103-113 Regent Street,          ,W1B 4HL,10002523805,40,B,A1/A2 Retail and Financial/Professional services,2022-03-08,E09000033,E14000639,,2022-03-14,Mandatory issue (Property on construction).,31,92,4,Grid Supplied Electricity,,,,3315,53.41,33.59,98.44,42.92,No,,,4,Air Conditioning,"UNIQLO, 103-113 Regent Street",Westminster,Cities of London and Westminster,London,2022-03-14 11:26:04,253,10033624129,Address Matched
044c5196bd350188097d03fc9655bf36b71c9810e8b22f8a8f83be48ebe7d3e5,Retail Unit,187-191 Regent Street,,W1B 4JP,10002527016,40,B,A1/A2 Retail and Financial/Professional services,2022-02-16,E09000033,E14000639,,2022-03-09,Mandatory issue (Property to let).,29,77,5,Grid Supplied Electricity,,,,854,53.32,30.84,82.23,42.41,Yes,,2.0,4,Air Conditioning,"Retail Unit, 187-191 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-03-09 19:10:12,250,,
2af346d37c50cbbe619715068c5c600d8158fb6f3aa4c74947336cbdad2012d1,74-76 Regent Street,,,W1B 5RL,10002508919,91,D,A1/A2 Retail and Financial/Professional services,2022-03-02,E09000033,E14000639,,2022-03-02,Mandatory issue (Property to let).,32,93,3,Grid Supplied Electricity,,,,498,56.62,35.79,104.88,102.74,No,,,4,Air Conditioning,74-76 Regent Street,Westminster,Cities of London and Westminster,LONDON,2022-03-02 10:04:56,607,10033637027,Energy Assessor
1851fe18fabc981a705cc87dfc928a163a2e598a08f0e17b4d57e21b97df6524,Retail Unit,137 - 141 Regent Street,,W1B 4JA,10002514427,54,C,A1/A2 Retail and Financial/Professional services,2022-02-10,E09000033,E14000639,,2022-02-18,Mandatory issue (Property to let).,30,80,5,Grid Supplied Electricity,,,,479,34.79,20.84,55.57,37.83,Yes,,2.0,4,Air Conditioning,"Retail Unit, 137 - 141 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-02-18 09:38:36,223,,
ab29192c4bbce225f7e954bc46b1b3a31a6917ac18cad150416eb894de6b5206,Retail Unit,74-76 Regent Street,,W1B 5RL,10002519813,60,C,A1/A2 Retail and Financial/Professional services,2022-02-11,E09000033,E14000639,,2022-02-17,Mandatory issue (Property to let).,28,74,5,Grid Supplied Electricity,,,,700,43.2,24.04,64.11,52.23,Yes,,2.0,4,Air Conditioning,"Retail Unit, 74-76 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-02-17 17:30:13,308,10033637027,Energy Assessor
38e89bda26f9f1fdc1c299d1b56e85b6499c4d1a0dae55cf3664f5eb7fce6ec3,Second and Third Floors,103-113 Regent Street,          ,W1B 4HL,10002520170,42,B,B1 Offices and Workshop businesses,2022-01-24,E09000033,E14000639,,2022-02-11,Mandatory issue (Property to let).,31,91,4,Grid Supplied Electricity,,,,1111,30.5,19.0,55.69,25.4,Yes,,2.0,2,Air Conditioning,"Second and Third Floors, 103-113 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-02-11 14:19:50,150,,
5cee0b75b380b39163a2d2c974a40014e78509f3e3656032e4cdcc243528dde9,Fifth Floor,103-113 Regent Street,          ,W1B 4HL,10002515527,36,B,B1 Offices and Workshop businesses,2022-01-24,E09000033,E14000639,,2022-02-11,Mandatory issue (Property to let).,29,86,4,Grid Supplied Electricity,,,,465,35.98,21.21,62.16,26.0,Yes,,2.0,2,Air Conditioning,"Fifth Floor, 103-113 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-02-11 14:40:01,153,10033628410,Energy Assessor
7640be972eb29b142d40bcf4e8669c743625e452083ce402504e3daaead043c0,Fourth and Sixth Floor offices,103-113 Regent Street,          ,W1B 4HL,10002514758,47,B,B1 Offices and Workshop businesses,2022-01-24,E09000033,E14000639,,2022-02-11,Mandatory issue (Property to let).,31,91,4,Grid Supplied Electricity,,,,788,43.91,27.2,79.7,41.36,Yes,,2.0,2,Air Conditioning,"Fourth and Sixth Floor offices, 103-113 Regent Street",Westminster,Cities of London and Westminster,LONDON,2022-02-11 14:35:33,244,,
72000bbe9a756e76e7639e57d17aa846982a428e015ee0f6a32b7b39d5a818c5,128-130 Regent Street,,,W1B 5SE,10002513533,61,C,A1/A2 Retail and Financial/Professional services,2021-12-08,E09000033,E14000639,,2021-12-15,Mandatory issue (Property to let).,26,75,3,Grid Supplied Electricity,,,,268,51.63,26.57,77.85,62.81,Yes,,1.0,4,Air Conditioning,128-130 Regent Street,Westminster,Cities of London and Westminster,LONDON,2021-12-15 08:00:35,371,10033588755,Energy Assessor
131d9d6a4125ec13cf9bfa1eacfe40d342626444c9b88b75ac538ccf7294c578,73-77 Regent Street,,,W1B 4EF,10002508887,47,B,A1/A2 Retail and Financial/Professional services,2021-10-14,E09000033,E14000639,,2021-10-19,Mandatory issue (Non-marketed sale),31,90,3,Grid Supplied Electricity,,,,280,74.38,45.74,134.04,70.08,No,,,4,Air Conditioning,73-77 Regent Street,Westminster,Cities of London and Westminster,LONDON,2021-10-19 15:52:24,414,100023621497,Energy Assessor
c7e14ea55096430d78f8dfc828be5ae797b00051c85ccb09e5f0fcc375b4e3ab,Retail Unit,127-131 Regent Street,,W1B 4HT,10001715448,78,D,A1/A2 Retail and Financial/Professional services,2021-09-14,E09000033,E14000639,,2021-09-15,Mandatory issue (Property to let).,27,72,5,Grid Supplied Electricity,,,,604,53.83,28.87,76.98,84.35,Yes,,2.0,4,Air Conditioning,"Retail Unit, 127-131 Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-09-15 09:33:32,498,,
33f44d51ffff24628a7301d9655babcd0ea9f9bfea3bfd38c7672277cf90e79f,Kingsland House,122-124 Regent Street,,W1B 5SD,10001713706,46,B,A1/A2 Retail and Financial/Professional services,2021-08-04,E09000033,E14000639,,2021-08-16,Mandatory issue (Property to let).,27,79,3,Grid Supplied Electricity,,,,1002,36.01,19.38,56.78,33.15,Yes,,1.0,4,Air Conditioning,"Kingsland House, 122-124 Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-08-16 10:44:38,196,,
12f38df69dba8b6a87b7abad78243c62dfeea1686a1cbec982ab5b0061561290,Carrington House,126-130 Regent Street,,W1B 5SD,10001711397,62,C,A1/A2 Retail and Financial/Professional services,2021-08-04,E09000033,E14000639,,2021-08-16,Mandatory issue (Property to let).,29,84,3,Natural Gas,,,,3894,42.68,24.39,71.48,53.27,Yes,,1.0,4,Air Conditioning,"Carrington House, 126-130 Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-08-16 10:47:58,312,,
b6669676a59c8d5aa5ace753c0836b2b31dc5112fa3dd812fdb993bca356cd1e,Retail Unit,106-108 Regent Street,,W1B 5RU,10001715107,66,C,A1/A2 Retail and Financial/Professional services,2021-07-22,E09000033,E14000639,,2021-07-26,Mandatory issue (Property to let).,31,84,5,Grid Supplied Electricity,,,,413,42.77,26.88,71.69,56.41,Yes,,2.0,4,Air Conditioning,"Retail Unit, 106-108 Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-07-26 08:46:08,333,10033649499,Energy Assessor
bb0505f973ad7f8ec7811dfb9c0d1d929f775d7739bafb95b0daac3b54562647,Retail Unit,110-112 Regent Street,,W1B 5RU,10001715109,74,C,A1/A2 Retail and Financial/Professional services,2021-07-22,E09000033,E14000639,,2021-07-26,Mandatory issue (Property to let).,29,78,5,Grid Supplied Electricity,,,,754,23.01,13.49,35.98,33.97,Yes,,2.0,4,Heating and Natural Ventilation,"Retail Unit, 110-112 Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-07-26 09:30:10,200,10033649500,Energy Assessor
aa412e98eae464b29dd5d477e6dde367a175b28d049b7725727d89f20961765b,First to Fifth Office Floors,184-186 Regent Street,,W1B 5TL,10001712409,78,D,B1 Offices and Workshop businesses,2021-07-05,E09000033,E14000639,,2021-07-12,Mandatory issue (Property to let).,42,112,5,Grid Supplied Electricity,,,,592,25.67,21.56,57.5,39.9,Yes,,2.0,4,Air Conditioning,"First to Fifth Office Floors, 184-186 Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-07-12 12:24:00,236,10033542260,Energy Assessor
963211ac6e4508f00f038aaa817a7fe44b1e46475ffb3d5b5f7a213bae3396ba,ZARA,118 REGENT STREET,,W1B 5FE,10001315891,218,G,A1/A2 Retail and Financial/Professional services,2021-03-25,E09000033,E14000639,,2021-06-27,Mandatory issue (Property to let).,31,90,4,Grid Supplied Electricity,,,,2428,70.42,43.37,127.09,307.18,Yes,,2.0,1,Air Conditioning,"ZARA, 118 REGENT STREET",Westminster,Cities of London and Westminster,LONDON,2021-06-27 13:27:24,,,
1a0822fc166d7b807f2182bb9db7001a3766fc6ccca540b87d8f176a637a35af,Second Floor,143-151 Regent Street,,W1B 4JD,10001307726,73,C,B1 Offices and Workshop businesses,2021-04-16,E09000033,E14000639,,2021-05-07,Voluntary (No legal requirement for an EPC).,25,74,4,Grid Supplied Electricity,,,,350,33.57,16.92,49.59,49.27,No,,,4,Air Conditioning,"Second Floor, 143-151 Regent Street",Westminster,Cities of London and Westminster,London,2021-05-07 09:37:29,,,
a271364127bbe20b66dc93cc842ee6bea854555b73d20984022ec2bf792686c9,Basement and Ground Floors,88 Regent Street,,W1B 5RS,10001302859,48,B,A1/A2 Retail and Financial/Professional services,2021-04-06,E09000033,E14000639,,2021-04-09,Mandatory issue (Property to let).,35,93,5,Grid Supplied Electricity,,,,660,47.0,32.68,87.14,45.53,Yes,,2.0,4,Air Conditioning,"Basement and Ground Floors, 88 Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-04-09 16:25:26,,10033542349,Energy Assessor
cd2662206f819e3909181170443653db0a4b96e8ee2c654bc0ef54ab2e4719a6,GROUND FLOOR AND BASEMENT,319 REGENT STREET,,W1B 2HU,10001305062,96,D,A1/A2 Retail and Financial/Professional services,2021-03-26,E09000033,E14000639,,2021-04-04,Mandatory issue (Property to let).,27,80,3,Grid Supplied Electricity,,,,259,36.62,20.06,58.78,70.53,No,,,4,Heating and Natural Ventilation,"GROUND FLOOR AND BASEMENT, 319 REGENT STREET",Westminster,Cities of London and Westminster,LONDON,2021-04-04 20:23:14,,100023621527,Address Matched
60f326ab65b681b190124936812d810c310a9541bea0868258d04150ac4f2ca3,Retail Unit,Basement and Ground Floors,310-312 Regent Street,W1B 3AU,10000845026,96,D,A1/A2 Retail and Financial/Professional services,2021-02-02,E09000033,E14000639,,2021-02-28,Mandatory issue (Property to let).,29,78,5,Grid Supplied Electricity,,,,208,67.26,39.26,104.69,128.49,No,,,4,Heating and Natural Ventilation,"Retail Unit, Basement and Ground Floors, 310-312 Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-02-28 00:00:00,,,
23f283f2a717c7227fb67fe77cbbfc3a5bf61d229ea151d81a804c74466f5b44,Retail Unit,Ground Floor,306-308 Regent Street,W1B 3AT,10000861002,96,D,A1/A2 Retail and Financial/Professional services,2021-02-02,E09000033,E14000639,,2021-02-28,Mandatory issue (Property to let).,36,96,5,Grid Supplied Electricity,,,,42,62.92,45.24,120.63,120.64,No,,,4,Heating and Natural Ventilation,"Retail Unit, Ground Floor, 306-308 Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-02-28 00:00:00,,10033649565,Address Matched
a24ecf08d5090d75fcfabc14058dd71764388927dca8d4a31144f0cf981528a6,Retail Unit,"Basement, Ground and First Floors",211-213  Regent Street,W1B 4NF,10000860742,60,C,A1/A2 Retail and Financial/Professional services,2021-02-16,E09000033,E14000639,,2021-02-19,Mandatory issue (Property to let).,37,98,5,Grid Supplied Electricity,,,,486,40.26,29.71,79.23,48.07,Yes,,2.0,4,Air Conditioning,"Retail Unit, Basement, Ground and First Floors, 211-213  Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-02-19 00:00:00,,,
175c0b56c293dc595bf6fbca0285bc4806f05defe7a4ebeabc5c3a87c2c90289,Retail Unit,Basement and Ground Floors,215  Regent Street,W1B 4NG,10000845025,116,E,A1/A2 Retail and Financial/Professional services,2021-02-16,E09000033,E14000639,,2021-02-19,Mandatory issue (Property to let).,39,103,5,Grid Supplied Electricity,,,,170,32.62,25.13,67.0,76.0,Yes,,2.0,4,Air Conditioning,"Retail Unit, Basement and Ground Floors, 215  Regent Street",Westminster,Cities of London and Westminster,LONDON,2021-02-19 00:00:00,,200002817276,Address Matched
938ca91b16bb1c9de3a0efb746089f98569cdb6020e1635414d3aaf878c9243d,BASEMENT AND GROUND FLOOR,90 REGENT STREET,,W1B 5RT,10000838021,100,D,A1/A2 Retail and Financial/Professional services,2020-12-16,E09000033,E14000639,,2020-12-17,Mandatory issue (Property to let).,33,88,5,Grid Supplied Electricity,,,,362,44.94,29.81,79.49,89.51,Yes,,2.0,4,Air Conditioning,"BASEMENT AND GROUND FLOOR, 90 REGENT STREET",Westminster,Cities of London and Westminster,LONDON,2020-12-17 00:00:00,,10033587530,Energy Assessor
